framework,pinned_commit,relative_path,line,behavior_kind,detail,mixed_subclass,classification_basis,source_excerpt,implemented_and_semantically_tested,coverage_gain_claimed
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3015,state_memory,InMemoryHistoryProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"audit = InMemoryHistoryProvider(""audit"", load_messages=False)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3017,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3048,state_memory,responses_agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = responses_agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3172,agents_as_tools,agent.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,agent_tool = agent.as_tool(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3374,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3398,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3424,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3443,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3462,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3482,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3501,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3518,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3537,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3574,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,3616,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,54,agents_as_tools,sub_agent.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,"tool = sub_agent.as_tool(name=""delegate"", arg_name=""task"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,94,agents_as_tools,sub_agent.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,"tool = sub_agent.as_tool(arg_name=""custom_task"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,151,agents_as_tools,agent_c.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,"tools=[agent_c.as_tool(name=""call_c"")],",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,151,agents_as_tools,agent_c.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,"tools=[agent_c.as_tool(name=""call_c"")],",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,156,agents_as_tools,agent_b.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,"tool_b = agent_b.as_tool(name=""call_b"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,203,agents_as_tools,sub_agent.as_tool,FRAMEWORK_CONTRACT_BOUNDED,Agent-as-Tool has a framework call/return contract but optional callbacks remain,tool = sub_agent.as_tool(stream_callback=stream_callback),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,230,agents_as_tools,sub_agent.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,tool = sub_agent.as_tool(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,260,agents_as_tools,sub_agent.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,tool = sub_agent.as_tool(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,308,agents_as_tools,sub_agent.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,tool = sub_agent.as_tool(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,354,agents_as_tools,sub_agent.as_tool,SOURCE_TRACEABLE_BOUNDED,static target and call site are source-visible; recursive depth remains a separate profile bound,"tool = sub_agent.as_tool(name=""delegate"", arg_name=""task"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_clients.py,460,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,for sent in captured_inputs[1:]:,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1574,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = _MockSessionContext(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1600,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = _MockSessionContext(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1612,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = _MockSessionContext(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1644,state_memory,_MockSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = _MockSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1655,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = _MockSessionContext(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1673,state_memory,_MockSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = _MockSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1674,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = _MockSessionContext(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1689,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = _MockSessionContext(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1701,state_memory,_MockSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = _MockSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1710,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"await provider.after_run(agent=None, session=session, context=_MockSessionContext(), state={})",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1720,state_memory,_MockSessionContext,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,context = _MockSessionContext(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1729,state_memory,_MockSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = _MockSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1739,state_memory,_InMemoryHistoryProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,provider = _InMemoryHistoryProvider(skip_excluded=True),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_compaction.py,1759,state_memory,_InMemoryHistoryProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,provider = _InMemoryHistoryProvider(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,66,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-binding"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,114,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-binding-strict-bool"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,138,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-binding-forged-history"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,176,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-binding-active-batch"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,210,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-binding-hosted"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,252,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-binding-duplicate-id"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,752,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,765,state_memory,aiohttp.ClientSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"async with aiohttp.ClientSession() as session, session.post(f""http://127.0.0.1:{port}/run"") as response:",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,765,state_memory,session.post,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"async with aiohttp.ClientSession() as session, session.post(f""http://127.0.0.1:{port}/run"") as response:",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,814,state_memory,agent.create_session,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = agent.create_session(),NO,NO
